214.58	4.710e2
216.58	1.003e3
221.58	1.550e2
222.58	1.730e2
229.58	1.200e1
249.58	0.000e0
251.58	1.000e0
252.58	0.000e0
253.58	0.000e0
254.58	2.000e0
255.58	2.000e0
256.58	0.000e0
257.58	0.000e0
258.58	0.000e0
259.58	1.000e0
260.58	3.000e0
261.58	1.000e0
262.58	1.000e0
263.58	4.000e0
264.58	2.000e0
265.58	2.000e0
266.58	3.000e0
267.58	0.000e0
268.58	0.000e0
269.58	2.000e0
270.58	4.000e0
271.58	3.000e0
272.58	2.000e0
273.58	3.000e0
274.58	0.000e0
275.58	0.000e0
276.58	3.000e0
277.58	5.000e0
278.58	3.000e0
279.58	0.000e0
280.58	6.000e0
285.58	2.000e0
286.58	3.000e0
287.58	5.000e0
288.58	1.000e0
289.58	4.000e0
290.58	6.000e0
291.58	6.000e0
292.58	6.000e0
293.58	0.000e0
294.58	8.000e0
295.58	6.000e0
296.58	8.000e0
297.58	5.000e0
299.58	1.000e0
300.58	0.000e0
302.58	2.000e0
303.58	3.000e0
304.58	0.000e0
305.58	0.000e0
306.58	5.000e0
307.58	1.000e0
308.58	3.000e0
309.58	5.000e0
310.58	3.000e0
311.58	0.000e0
312.58	5.000e0
313.58	3.000e0
314.58	0.000e0
315.58	0.000e0
316.58	0.000e0
318.58	3.000e0
319.58	0.000e0
320.58	1.000e0
321.58	2.000e0
322.58	2.000e0
323.58	1.000e0
324.58	3.000e0
325.58	0.000e0
326.58	3.000e0
327.58	5.000e0
328.58	4.000e0
329.58	3.000e0
330.58	5.000e0
331.58	0.000e0
332.58	3.000e0
333.58	6.000e0
334.58	4.000e0
335.58	0.000e0
336.58	7.000e0
337.58	2.000e0
338.58	0.000e0
339.58	4.000e0
340.58	0.000e0
341.58	0.000e0
342.58	3.000e0
345.58	7.000e0
346.58	0.000e0
347.58	0.000e0
348.58	1.000e0
349.58	2.000e0
350.58	5.000e0
351.58	3.000e0
352.58	1.000e0
353.58	4.000e0
354.58	1.000e0
356.58	1.000e0
357.58	1.300e1
358.58	9.000e0
359.58	3.000e0
360.58	1.000e0
361.58	4.000e0
362.58	8.000e0
363.58	9.000e0
364.58	7.000e0
365.58	8.000e0
366.58	5.000e0
367.58	2.000e0
368.58	4.000e0
369.58	4.000e0
370.58	4.000e0
373.58	0.000e0
374.58	4.000e0
375.58	5.000e0
376.58	6.000e0
377.58	4.000e0
378.58	6.000e0
379.58	9.000e0
380.58	5.000e0
381.58	3.000e0
387.58	0.000e0
388.58	1.000e1
389.58	6.000e0
390.58	1.000e0
391.58	1.000e0
392.58	1.000e0
393.58	2.000e0
394.58	4.000e0
395.58	2.000e0
396.58	0.000e0
399.58	1.000e0
402.58	1.000e0
403.58	0.000e0
404.58	0.000e0
406.58	4.000e0
407.58	3.000e0
413.58	0.000e0
414.58	3.000e0
415.58	4.000e0
416.58	0.000e0
417.58	0.000e0
418.58	2.000e0
419.58	0.000e0
421.58	0.000e0
422.58	0.000e0
425.58	0.000e0
426.58	0.000e0
427.58	0.000e0
428.58	3.000e0
429.58	5.000e0
430.58	6.000e0
431.58	5.000e0
432.58	1.000e0
434.58	0.000e0
439.58	4.000e0
440.58	5.000e0
441.58	3.000e0
442.58	0.000e0
444.58	0.000e0
445.58	4.000e0
446.58	1.000e0
447.58	4.000e0
448.58	5.000e0
449.58	0.000e0
450.58	0.000e0
452.58	2.000e0
453.58	1.000e0
460.58	0.000e0
462.58	2.000e0
464.58	1.000e0
465.58	0.000e0
467.58	0.000e0
468.58	8.000e0
469.58	4.000e0
477.58	1.000e0
478.58	0.000e0
479.58	2.000e0
480.58	5.000e0
481.58	1.000e0
487.58	1.000e0
488.58	2.000e0
490.58	5.000e0
491.58	0.000e0
496.58	1.000e1
497.58	6.000e0
498.58	0.000e0
499.58	0.000e0
500.58	1.000e0
501.58	1.100e1
507.58	1.000e0
508.58	4.000e0
509.58	3.000e0
510.58	3.000e0
511.58	7.000e0
512.58	0.000e0
514.58	0.000e0
515.58	2.000e0
516.58	3.000e0
517.58	2.000e0
518.58	6.000e0
519.58	0.000e0
525.58	0.000e0
528.58	1.000e0
529.58	7.000e0
530.58	7.000e0
531.58	2.000e0
532.58	2.000e0
533.58	5.000e0
535.58	5.000e0
536.58	2.000e0
537.58	4.000e0
538.58	0.000e0
541.58	1.000e0
542.58	0.000e0
544.58	0.000e0
545.58	1.000e0
549.58	0.000e0
550.58	7.000e0
551.58	1.000e0
554.58	4.000e0
555.58	1.500e1
556.58	4.000e0
559.58	2.000e0
560.58	1.300e1
561.58	2.000e0
562.58	1.000e0
563.58	1.400e1
564.58	1.500e1
565.58	1.300e1
566.58	1.000e1
571.58	1.000e0
572.58	0.000e0
573.58	0.000e0
574.58	3.000e0
575.58	4.000e0
576.58	3.000e0
577.58	3.000e0
578.58	5.000e0
579.58	0.000e0
580.58	0.000e0
581.58	0.000e0
584.58	0.000e0
585.58	1.000e0
586.58	3.000e0
587.58	3.000e0
588.58	0.000e0
592.58	0.000e0
593.58	1.000e0
594.58	2.000e0
595.58	3.000e0
596.58	3.000e0
597.58	2.000e0
598.58	0.000e0
599.58	0.000e0
