100.86	0.00E+00	
100.93	1.80E+05	
101	1.60E+05	
101.07	4.14E+05	
101.14	3.46E+05	
101.21	3.37E+05	
101.28	0.00E+00	
101.35	9.80E+05	
101.42	1.13E+06	
101.49	3.79E+06	
101.56	7.86E+06	
101.63	1.05E+07	
101.7	1.29E+07	
101.77	1.62E+07	
101.84	1.47E+07	
101.91	1.42E+07	
101.98	1.49E+07	
102.05	1.27E+07	
102.12	1.23E+07	
102.19	8.92E+06	
102.26	4.60E+06	
102.33	6.89E+05	
102.4	9.17E+05	
102.47	1.85E+06	
102.54	1.39E+06	
102.61	2.72E+06	
102.68	1.34E+06	
102.75	3.10E+06	
102.82	1.80E+06	
102.89	2.37E+06	
102.96	3.52E+06	
103.03	2.08E+06	
103.1	1.47E+06	
103.17	1.26E+06	
103.24	1.44E+06	
103.31	1.13E+06	
103.38	5.64E+05	
103.45	2.53E+06	
103.52	2.63E+06	
103.59	1.50E+06	
103.66	3.77E+06	
103.73	1.97E+06	
103.8	1.79E+06	
103.87	4.01E+06	
103.94	1.71E+06	
104.01	4.37E+06	
104.08	3.02E+06	
104.15	2.36E+06	
104.22	8.98E+05	
104.29	1.32E+06	
104.36	5.65E+05	
104.43	1.62E+05	
104.5	1.55E+06	
104.57	2.16E+06	
104.64	2.21E+06	
104.71	1.27E+06	
104.78	1.32E+06	
104.85	5.39E+05	
104.92	9.36E+05	
104.99	2.21E+05	
105.07	1.16E+06	
105.14	4.66E+05	
105.21	4.08E+05	
105.28	5.36E+05	
105.35	3.24E+05	
105.42	1.08E+06	
105.49	1.87E+06	
105.56	5.40E+05	
105.63	6.50E+05	
105.7	3.85E+05	
105.77	1.16E+05	
105.84	3.22E+03	
105.91	1.09E+06	
105.98	4.41E+05	
106.05	0.00E+00	
106.12	1.45E+05	
106.19	6.85E+04	
106.26	5.76E+05	
106.33	4.32E+05	
106.4	3.04E+06	
106.47	3.91E+05	
106.54	2.67E+05	
106.61	2.94E+05	
106.68	0.00E+00	
106.75	1.51E+06	
106.82	2.31E+05	
106.89	4.36E+05	
106.96	0.00E+00	
107.03	1.35E+05	
107.1	5.32E+05	
107.17	0.00E+00	
107.24	2.93E+02	
107.31	4.16E+05	
107.38	2.05E+06	
107.45	1.86E+06	
107.52	2.22E+06	
107.59	7.43E+05	
107.66	1.96E+06	
107.73	1.13E+06	
107.8	7.06E+05	
107.87	1.14E+06	
107.94	1.41E+06	
108.01	3.09E+06	
108.08	9.71E+05	
108.15	2.57E+06	
108.22	1.68E+05	
108.29	2.93E+03	
108.36	1.01E+06	
108.43	7.93E+05	
108.5	9.27E+05	
108.57	4.07E+06	
108.64	1.59E+06	
108.71	2.58E+06	
108.78	2.73E+06	
108.85	2.89E+06	
108.92	2.07E+06	
108.99	3.72E+06	
109.06	2.73E+06	
109.13	1.96E+06	
109.2	3.95E+06	
109.27	5.39E+06	
109.34	5.04E+06	
109.41	9.60E+06	
109.48	1.26E+07	
109.55	1.05E+07	
109.62	1.59E+07	
109.69	1.36E+07	
109.76	1.68E+07	
109.83	1.65E+07	
109.9	1.93E+07	
109.97	1.59E+07	
110.04	1.36E+07	
110.11	1.46E+07	
110.18	6.90E+06	
110.25	6.00E+06	
110.32	4.98E+06	
110.39	7.00E+06	
110.46	1.02E+07	
110.53	5.39E+06	
110.6	1.11E+07	
110.67	1.14E+07	
110.74	9.79E+06	
110.81	7.22E+06	
110.88	1.07E+07	
110.95	1.00E+07	
111.02	1.23E+07	
111.09	7.86E+06	
111.16	5.59E+06	
111.23	2.95E+06	
111.3	3.18E+06	
111.37	5.60E+06	
111.44	4.01E+06	
111.51	4.96E+06	
111.58	5.52E+06	
111.65	4.15E+06	
111.72	4.23E+06	
111.79	4.08E+06	
111.86	1.46E+06	
111.93	2.16E+06	
112	8.69E+05	
112.07	1.06E+06	
112.14	1.21E+06	
112.21	4.42E+05	
112.28	1.08E+06	
112.35	1.02E+06	
112.42	6.31E+05	
112.49	6.07E+05	
112.56	1.25E+06	
112.63	1.06E+06	
112.7	5.59E+05	
112.77	2.82E+05	
112.84	1.37E+06	
112.91	1.19E+06	
112.98	5.26E+05	
113.05	8.44E+05	
113.12	5.41E+04	
113.19	3.42E+05	
113.26	9.29E+05	
113.33	2.07E+06	
113.4	1.20E+06	
113.47	1.67E+06	
113.54	2.00E+06	
113.61	6.73E+05	
113.68	1.18E+06	
113.75	2.49E+06	
113.82	3.69E+06	
113.89	2.44E+06	
113.96	2.28E+06	
114.03	3.30E+06	
114.1	3.86E+06	
114.17	2.36E+06	
114.24	2.19E+06	
114.31	3.34E+06	
114.38	1.16E+06	
114.45	2.66E+06	
114.52	2.62E+06	
114.59	3.52E+06	
114.66	1.16E+06	
114.73	1.55E+06	
114.8	1.49E+06	
114.87	7.08E+05	
114.94	2.10E+06	
115.01	9.12E+05	
115.08	6.16E+05	
115.15	1.54E+06	
115.22	8.61E+05	
115.29	2.05E+03	
115.36	4.38E+05	
115.43	1.28E+06	
115.5	8.50E+05	
115.57	3.98E+04	
115.64	6.64E+05	
115.71	5.52E+05	
115.78	7.66E+05	
115.85	1.89E+05	
115.92	8.10E+05	
115.99	5.97E+05	
116.06	8.78E+02	
116.13	0.00E+00	
116.2	4.52E+05	
116.27	1.17E+03	
116.34	8.78E+02	
116.41	1.24E+05	
116.48	0.00E+00	
116.55	5.85E+02	
116.62	2.93E+03	
116.69	2.93E+02	
116.76	1.69E+05	
116.83	3.50E+05	
116.9	4.97E+03	
116.97	2.07E+06	
117.04	8.78E+02	
117.11	0.00E+00	
117.18	0.00E+00	
117.25	1.65E+05	
117.32	3.18E+05	
117.39	3.41E+05	
117.46	1.35E+06	
117.53	6.66E+05	
117.6	2.29E+05	
117.67	6.51E+05	
117.74	6.10E+05	
117.81	2.66E+05	
117.88	1.07E+06	
117.95	7.85E+05	
118.02	0.00E+00	
118.09	4.47E+05	
118.16	6.16E+05	
118.23	2.93E+02	
118.3	2.00E+05	
118.37	0.00E+00	
118.44	0.00E+00	
118.51	1.46E+03	
118.58	1.88E+05	
118.65	2.95E+05	
118.72	1.38E+04	
118.79	0.00E+00	
119.35	0.00E+00	
119.42	1.81E+05	
119.49	1.34E+05	
119.56	8.81E+04	
119.63	4.10E+03	
119.7	3.16E+05	
119.77	0.00E+00	
119.91	0.00E+00	
119.98	1.59E+05	
120.05	7.36E+05	
120.12	2.08E+04	
120.19	0.00E+00	
120.61	0.00E+00	
120.68	2.64E+05	
120.75	1.60E+05	
120.82	6.70E+05	
