Opening function raw/Bode - ycd-pmknitrone-1_20200215.raw/_FUNC001, and idx file size is 19514
{"points_from_IDX"=>3382080}
887
For scan 0 it begins at 0 and spans 2581 6X bytes
E9 3C 83 E4 6F 83	15593	33647
B2 4E 83 D2 81 83	20146	33665
6E 54 82 BE 93 83	21614	33683
8E 50 83 AA A5 83	20622	33701
17 61 83 96 B7 83	24855	33719
DB 56 83 84 C9 83	22235	33737
A0 73 83 70 DB 83	29600	33755
80 4B 83 5C ED 83	19328	33773
65 54 83 48 FF 83	21605	33791
C5 4D 83 36 11 84	19909	33809
32 4A 83 22 23 84	18994	33827
B7 5E 83 0E 35 84	24247	33845
CE 44 83 FC 46 84	17614	33862
37 25 83 E8 58 84	9527	33880
92 5E 82 D4 6A 84	24210	33898
6E 2F 83 C0 7C 84	12142	33916
37 3C 82 AE 8E 84	15415	33934
B7 29 81 9A A0 84	10679	33952
00 08 80 86 B2 84	2048	33970
49 7B 82 74 C4 84	31561	33988
00 00 80 60 D6 84	0	34006
25 66 82 4C E8 84	26149	34024
00 00 80 38 FA 84	0	34042
C9 6B 82 26 0C 85	27593	34060
49 2E 81 12 1E 85	11849	34078
00 00 80 FE 2F 85	0	34095
5B 3E 82 EA 41 85	15963	34113
00 00 80 D8 53 85	0	34131
00 00 80 9E 89 85	0	34185
DB 2E 82 8A 9B 85	11995	34203
EE 37 82 76 AD 85	14318	34221
00 00 80 62 BF 85	0	34239
00 00 80 50 D1 85	0	34257
12 65 82 3C E3 85	25874	34275
00 60 81 28 F5 85	24576	34293
00 24 82 14 07 86	9216	34311
00 00 80 02 19 86	0	34329
00 00 80 EE 2A 86	0	34346
DB 3B 82 DA 3C 86	15323	34364
A5 48 82 C8 4E 86	18597	34382
00 38 80 B4 60 86	14336	34400
DB 06 80 A0 72 86	1755	34418
00 00 80 8C 84 86	0	34436
00 00 80 66 A8 86	0	34472
49 4C 82 52 BA 86	19529	34490
00 00 80 40 CC 86	0	34508
37 2C 82 2C DE 86	11319	34526
00 00 80 18 F0 86	0	34544
25 59 82 04 02 87	22821	34562
00 00 80 F2 13 87	0	34579
00 00 80 6A 91 87	0	34705
A5 28 82 56 A3 87	10405	34723
12 4E 82 42 B5 87	19986	34741
B7 5C 82 2E C7 87	23735	34759
B7 3D 80 1C D9 87	15799	34777
9B 2B 83 08 EB 87	11163	34795
80 3A 83 F4 FC 87	14976	34812
00 00 80 E0 0E 88	0	34830
00 00 80 CE 20 88	0	34848
32 31 83 BA 32 88	12594	34866
DB 56 80 A6 44 88	22235	34884
B7 3E 82 94 56 88	16055	34902
00 00 80 80 68 88	0	34920
00 00 80 32 B0 88	0	34992
B7 21 81 1E C2 88	8631	35010
EE 50 82 0C D4 88	20718	35028
49 22 80 F8 E5 88	8777	35045
00 00 80 E4 F7 88	0	35063
DB 7C 81 D0 09 89	31963	35081
25 01 80 BE 1B 89	293	35099
00 00 80 AA 2D 89	0	35117
00 00 80 36 99 89	0	35225
EE 25 82 22 AB 89	9710	35243
00 00 80 0E BD 89	0	35261
00 00 80 FA CE 89	0	35278
89 20 83 E8 E0 89	8329	35296
49 29 83 D4 F2 89	10569	35314
92 2E 81 C0 04 8A	11922	35332
EE 27 82 AE 16 8A	10222	35350
5B 27 83 9A 28 8A	10075	35368
72 33 83 86 3A 8A	13170	35386
80 2A 83 72 4C 8A	10880	35404
00 00 80 60 5E 8A	0	35422
00 20 81 4C 70 8A	8192	35440
00 00 80 38 82 8A	0	35458
00 00 80 12 A6 8A	0	35494
00 20 82 FE B7 8A	8192	35511
00 00 80 EA C9 8A	0	35529
C9 23 82 D8 DB 8A	9161	35547
DB 62 81 C4 ED 8A	25307	35565
37 23 82 B0 FF 8A	9015	35583
00 00 80 9C 11 8B	0	35601
B7 33 82 8A 23 8B	13239	35619
37 28 82 76 35 8B	10295	35637
00 2E 83 62 47 8B	11776	35655
C9 4F 82 4E 59 8B	20425	35673
25 41 81 3C 6B 8B	16677	35691
00 00 80 28 7D 8B	0	35709
00 00 80 DA C4 8B	0	35780
B7 3B 82 C6 D6 8B	15287	35798
00 58 81 B4 E8 8B	22528	35816
00 60 80 A0 FA 8B	24576	35834
09 35 83 8C 0C 8C	13577	35852
6E 33 80 7A 1E 8C	13166	35870
DB 36 82 66 30 8C	14043	35888
CE 2B 83 52 42 8C	11214	35906
C9 29 82 3E 54 8C	10697	35924
25 01 80 2C 66 8C	293	35942
00 5E 81 18 78 8C	24064	35960
B7 73 81 04 8A 8C	29623	35978
00 00 80 F0 9B 8C	0	35995
00 00 80 DE AD 8C	0	36013
25 25 81 CA BF 8C	9509	36031
49 6E 81 B6 D1 8C	28233	36049
49 37 82 A4 E3 8C	14153	36067
00 00 80 90 F5 8C	0	36085
49 3E 81 7C 07 8D	15945	36103
92 2F 82 68 19 8D	12178	36121
6E 35 81 56 2B 8D	13678	36139
00 00 80 42 3D 8D	0	36157
49 78 81 2E 4F 8D	30793	36175
12 6F 82 1A 61 8D	28434	36193
37 3D 82 08 73 8D	15671	36211
DB 21 82 F4 84 8D	8667	36228
92 56 81 E0 96 8D	22162	36246
A5 38 82 CE A8 8D	14501	36264
B7 05 80 BA BA 8D	1463	36282
00 00 80 A6 CC 8D	0	36300
B7 73 82 92 DE 8D	29623	36318
D7 21 83 80 F0 8D	8663	36336
FB 24 83 6C 02 8E	9467	36354
B7 66 82 58 14 8E	26295	36372
D7 32 83 46 26 8E	13015	36390
49 7C 81 32 38 8E	31817	36408
00 68 80 1E 4A 8E	26624	36426
6E 3B 82 0A 5C 8E	15214	36444
6E 23 82 F8 6D 8E	9070	36461
00 00 80 E4 7F 8E	0	36479
00 00 80 AA B5 8E	0	36533
3B 43 83 96 C7 8E	17211	36551
72 39 83 82 D9 8E	14706	36569
00 33 82 70 EB 8E	13056	36587
CE 24 83 5C FD 8E	9422	36605
5B 6E 82 48 0F 8F	28251	36623
97 27 83 34 21 8F	10135	36641
5B 46 82 22 33 8F	18011	36659
80 29 82 0E 45 8F	10624	36677
49 3C 83 FA 56 8F	15433	36694
1B 28 83 E8 68 8F	10267	36712
0E 25 83 D4 7A 8F	9486	36730
6E 3B 80 C0 8C 8F	15214	36748
00 00 80 AC 9E 8F	0	36766
25 01 80 9A B0 8F	293	36784
DB 2E 81 86 C2 8F	11995	36802
49 75 82 72 D4 8F	30025	36820
49 40 81 5E E6 8F	16457	36838
40 3C 83 4C F8 8F	15424	36856
00 44 82 38 0A 90	17408	36874
49 65 82 24 1C 90	25929	36892
5B 44 82 12 2E 90	17499	36910
09 2B 83 FE 3F 90	11017	36927
8E 22 83 EA 51 90	8846	36945
37 48 82 D6 63 90	18487	36963
00 00 80 C4 75 90	0	36981
00 00 80 9C 99 90	0	37017
25 6B 82 88 AB 90	27429	37035
92 21 83 76 BD 90	8594	37053
C9 2A 83 62 CF 90	10953	37071
85 57 83 4E E1 90	22405	37089
49 4C 83 3C F3 90	19529	37107
C9 7A 83 28 05 91	31433	37125
37 59 82 14 17 91	22839	37143
6E 33 82 00 29 91	13166	37161
4E 37 83 EE 3A 91	14158	37178
D7 45 83 DA 4C 91	17879	37196
12 26 83 C6 5E 91	9746	37214
5B 5C 82 B4 70 91	23643	37232
A5 71 82 A0 82 91	29093	37250
B7 2F 82 8C 94 91	12215	37268
80 3B 82 78 A6 91	15232	37286
5B 31 83 66 B8 91	12635	37304
92 2C 80 52 CA 91	11410	37322
A5 4A 82 3E DC 91	19109	37340
C9 27 82 2A EE 91	10185	37358
00 00 80 18 00 92	0	37376
00 00 80 04 12 92	0	37394
DB 24 82 F0 23 92	9435	37411
00 00 80 DE 35 92	0	37429
EE 2B 82 CA 47 92	11246	37447
00 00 80 B6 59 92	0	37465
00 00 80 7C 8F 92	0	37519
DB 3F 82 68 A1 92	16347	37537
00 00 80 54 B3 92	0	37555
92 6F 82 42 C5 92	28562	37573
6E 69 81 2E D7 92	26990	37591
FB 24 83 1A E9 92	9467	37609
DB 57 82 08 FB 92	22491	37627
6E 21 81 F4 0C 93	8558	37644
CE 28 83 E0 1E 93	10446	37662
B7 2D 80 CC 30 93	11703	37680
25 39 82 BA 42 93	14629	37698
6E 4A 82 A6 54 93	19054	37716
A5 2C 82 92 66 93	11429	37734
A5 27 82 80 78 93	10149	37752
A5 21 82 6C 8A 93	8613	37770
00 00 80 58 9C 93	0	37788
00 00 80 32 C0 93	0	37824
C9 49 82 1E D2 93	18889	37842
00 3E 81 0A E4 93	15872	37860
00 00 80 F6 F5 93	0	37877
00 00 80 BC 2B 94	0	37931
37 4E 82 AA 3D 94	20023	37949
00 00 80 96 4F 94	0	37967
5B 5F 82 82 61 94	24411	37985
92 14 80 6E 73 94	5266	38003
00 00 80 5C 85 94	0	38021
00 00 80 48 97 94	0	38039
37 6F 82 34 A9 94	28471	38057
00 62 82 20 BB 94	25088	38075
6E 2D 82 0E CD 94	11630	38093
00 00 80 FA DE 94	0	38110
00 00 80 E6 F0 94	0	38128
12 2C 82 D4 02 95	11282	38146
DB 58 81 C0 14 95	22747	38164
B7 30 82 AC 26 95	12471	38182
DB 78 81 98 38 95	30939	38200
5B 3D 82 86 4A 95	15707	38218
00 00 80 72 5C 95	0	38236
5B 60 82 5E 6E 95	24667	38254
49 40 81 4C 80 95	16457	38272
00 00 80 38 92 95	0	38290
00 00 80 24 A4 95	0	38308
25 51 80 10 B6 95	20773	38326
00 00 80 FE C7 95	0	38343
00 00 80 EA D9 95	0	38361
E9 2C 83 D6 EB 95	11497	38379
49 69 82 C2 FD 95	26953	38397
92 76 81 B0 0F 96	30354	38415
80 4C 82 9C 21 96	19584	38433
00 00 80 88 33 96	0	38451
00 00 80 62 57 96	0	38487
12 4A 82 4E 69 96	18962	38505
49 52 81 3A 7B 96	21065	38523
92 1C 80 28 8D 96	7314	38541
00 00 80 14 9F 96	0	38559
00 00 80 00 B1 96	0	38577
6E 65 81 EE C2 96	25966	38594
00 00 80 DA D4 96	0	38612
00 00 80 B2 F8 96	0	38648
6E 6B 81 A0 0A 97	27502	38666
89 23 83 8C 1C 97	9097	38684
00 00 80 78 2E 97	0	38702
00 00 80 52 52 97	0	38738
80 47 82 3E 64 97	18304	38756
6E 03 80 2A 76 97	878	38774
00 00 80 18 88 97	0	38792
25 01 80 04 9A 97	293	38810
00 00 80 F0 AB 97	0	38827
00 00 80 A2 F3 97	0	38899
25 29 82 8E 05 98	10533	38917
00 00 80 7C 17 98	0	38935
92 58 82 68 29 98	22674	38953
