Opening function raw/Bode - ycd-pmknitrone-1_20200215.raw/_FUNC001, and idx file size is 19514
{"points_from_IDX"=>3382080}
887
For scan 0 it begins at 0 and spans 2581 6X bytes
49 32 80 54 3B 98	12873	38971
00 00 80 42 4D 98	0	38989
00 00 80 2E 5F 98	0	39007
5B 3A 82 1A 71 98	14939	39025
92 3C 80 06 83 98	15506	39043
00 00 80 F4 94 98	0	39060
00 00 80 E0 A6 98	0	39078
EE 25 82 CC B8 98	9710	39096
DB 67 82 BA CA 98	26587	39114
B7 05 80 A6 DC 98	1463	39132
00 00 80 92 EE 98	0	39150
00 6C 81 7E 00 99	27648	39168
B7 15 80 6C 12 99	5559	39186
00 00 80 58 24 99	0	39204
00 00 80 A8 C5 99	0	39365
49 49 82 96 D7 99	18761	39383
00 00 80 82 E9 99	0	39401
E0 35 83 6E FB 99	13792	39419
49 42 80 5A 0D 9A	16969	39437
00 60 80 48 1F 9A	24576	39455
EE 21 83 34 31 9A	8686	39473
F7 36 83 20 43 9A	14071	39491
5B 2F 82 0E 55 9A	12123	39509
B7 75 81 FA 66 9A	30135	39526
6E 3B 80 E6 78 9A	15214	39544
00 00 80 D2 8A 9A	0	39562
00 00 80 98 C0 9A	0	39616
49 4C 82 86 D2 9A	19529	39634
EE 50 82 72 E4 9A	20718	39652
37 73 82 5E F6 9A	29495	39670
6E 22 82 4A 08 9B	8814	39688
00 00 80 38 1A 9B	0	39706
B7 65 82 24 2C 9B	26039	39724
92 48 82 10 3E 9B	18578	39742
92 4C 81 FC 4F 9B	19602	39759
00 72 82 EA 61 9B	29184	39777
49 1A 80 D6 73 9B	6729	39795
00 00 80 C2 85 9B	0	39813
00 00 80 B0 97 9B	0	39831
25 01 80 9C A9 9B	293	39849
00 00 80 88 BB 9B	0	39867
00 00 80 26 15 9C	0	39957
25 37 82 14 27 9C	14117	39975
25 01 80 00 39 9C	293	39993
00 00 80 EC 4A 9C	0	40010
00 00 80 DA 5C 9C	0	40028
00 24 82 C6 6E 9C	9216	40046
C9 23 82 B2 80 9C	9161	40064
B7 69 81 9E 92 9C	27063	40082
00 00 80 8C A4 9C	0	40100
00 00 80 78 B6 9C	0	40118
C9 66 82 64 C8 9C	26313	40136
49 47 82 52 DA 9C	18249	40154
5B 3F 82 3E EC 9C	16219	40172
25 4D 81 2A FE 9C	19749	40190
EE 39 82 16 10 9D	14830	40208
12 3D 82 04 22 9D	15634	40226
00 2B 82 F0 33 9D	11008	40243
DB 32 82 DC 45 9D	13019	40261
6E 3F 82 C8 57 9D	16238	40279
45 22 83 B6 69 9D	8773	40297
A5 7E 82 A2 7B 9D	32421	40315
5B 2F 82 8E 8D 9D	12123	40333
25 22 82 7C 9F 9D	8741	40351
DB 3C 82 68 B1 9D	15579	40369
00 00 80 54 C3 9D	0	40387
6E 32 83 40 D5 9D	12910	40405
C9 55 82 2E E7 9D	21961	40423
FB 55 83 1A F9 9D	22011	40441
65 22 83 06 0B 9E	8805	40459
F2 28 83 F4 1C 9E	10482	40476
C9 55 82 E0 2E 9E	21961	40494
CE 3B 83 CC 40 9E	15310	40512
D7 34 83 B8 52 9E	13527	40530
FB 4B 83 A6 64 9E	19451	40548
D7 3C 83 92 76 9E	15575	40566
C9 3C 83 7E 88 9E	15561	40584
DB 24 83 6A 9A 9E	9435	40602
27 23 84 58 AC 9E	8999	40620
E1 20 84 44 BE 9E	8417	40638
3B 22 84 30 D0 9E	8763	40656
9F 52 84 1E E2 9E	21151	40674
10 58 84 0A F4 9E	22544	40692
63 3C 84 F6 05 9F	15459	40709
83 48 84 E2 17 9F	18563	40727
B8 23 84 D0 29 9F	9144	40745
D7 2A 84 BC 3B 9F	10967	40763
11 26 84 A8 4D 9F	9745	40781
15 22 84 94 5F 9F	8725	40799
45 23 83 82 71 9F	9029	40817
F7 2E 83 6E 83 9F	12023	40835
DB 46 81 5A 95 9F	18139	40853
49 02 80 48 A7 9F	585	40871
00 66 81 34 B9 9F	26112	40889
37 67 82 20 CB 9F	26423	40907
E9 2C 83 0C DD 9F	11497	40925
5B 6D 82 FA EE 9F	27995	40942
6E 71 81 E6 00 A0	29038	40960
6E 52 82 D2 12 A0	21102	40978
12 49 82 C0 24 A0	18706	40996
E5 25 83 AC 36 A0	9701	41014
00 31 82 98 48 A0	12544	41032
72 23 83 84 5A A0	9074	41050
6E 51 81 72 6C A0	20846	41068
00 00 80 5E 7E A0	0	41086
80 69 82 4A 90 A0	27008	41104
5B 38 82 36 A2 A0	14427	41122
49 74 81 24 B4 A0	29769	41140
6E 34 82 10 C6 A0	13422	41158
5B 3E 82 FC D7 A0	15963	41175
00 50 82 EA E9 A0	20480	41193
5B 22 83 D6 FB A0	8795	41211
DB 6E 81 C2 0D A1	28379	41229
00 00 80 AE 1F A1	0	41247
25 21 82 9C 31 A1	8485	41265
B7 53 82 88 43 A1	21431	41283
25 01 80 74 55 A1	293	41301
25 01 80 60 67 A1	293	41319
00 00 80 4E 79 A1	0	41337
00 00 80 3A 8B A1	0	41355
B7 05 80 26 9D A1	1463	41373
00 00 80 14 AF A1	0	41391
00 00 80 00 C1 A1	0	41409
A5 37 82 EC D2 A1	14245	41426
12 25 82 D8 E4 A1	9490	41444
00 00 80 C6 F6 A1	0	41462
60 35 83 B2 08 A2	13664	41480
C9 3C 82 9E 1A A2	15561	41498
00 00 80 8C 2C A2	0	41516
00 00 80 3E 74 A2	0	41588
37 3B 82 2A 86 A2	15159	41606
00 00 80 16 98 A2	0	41624
00 00 80 B6 F1 A2	0	41713
25 21 80 A2 03 A3	8485	41731
00 30 80 8E 15 A3	12288	41749
00 00 80 7A 27 A3	0	41767
37 30 82 68 39 A3	12343	41785
EE 3B 82 54 4B A3	15342	41803
00 00 80 40 5D A3	0	41821
12 3D 82 2C 6F A3	15634	41839
00 00 80 1A 81 A3	0	41857
00 00 80 06 93 A3	0	41875
B7 4F 81 F2 A4 A3	20407	41892
6E 71 82 E0 B6 A3	29038	41910
6E 34 82 CC C8 A3	13422	41928
00 00 80 B8 DA A3	0	41946
49 1A 80 A4 EC A3	6729	41964
25 5F 82 92 FE A3	24357	41982
C9 56 82 7E 10 A4	22217	42000
B7 6D 81 6A 22 A4	28087	42018
00 00 80 58 34 A4	0	42036
00 56 81 44 46 A4	22016	42054
00 00 80 30 58 A4	0	42072
00 00 80 0A 7C A4	0	42108
C9 46 82 F6 8D A4	18121	42125
25 01 80 E2 9F A4	293	42143
00 00 80 CE B1 A4	0	42161
00 00 80 BC C3 A4	0	42179
6E 27 82 A8 D5 A4	10094	42197
00 00 80 94 E7 A4	0	42215
00 00 80 46 2F A5	0	42287
20 44 83 34 41 A5	17440	42305
B7 44 82 20 53 A5	17591	42323
00 00 80 0C 65 A5	0	42341
6E 54 82 FA 76 A5	21614	42358
25 21 80 E6 88 A5	8485	42376
00 00 80 D2 9A A5	0	42394
00 00 80 AC BE A5	0	42430
92 62 81 98 D0 A5	25234	42448
DB 78 81 84 E2 A5	30939	42466
00 00 80 70 F4 A5	0	42484
00 00 80 24 3C A6	0	42556
92 5C 82 10 4E A6	23698	42574
25 33 81 FC 5F A6	13093	42591
B7 57 81 E8 71 A6	22455	42609
6E 3D 82 D6 83 A6	15726	42627
92 1C 80 C2 95 A6	7314	42645
92 76 81 AE A7 A6	30354	42663
25 37 81 9A B9 A6	14117	42681
12 41 83 88 CB A6	16658	42699
20 23 83 74 DD A6	8992	42717
B7 3D 80 60 EF A6	15799	42735
6E 4B 80 4E 01 A7	19310	42753
D2 20 83 3A 13 A7	8402	42771
6E 70 82 26 25 A7	28782	42789
A9 24 83 12 37 A7	9385	42807
B7 4B 82 00 49 A7	19383	42825
85 38 83 EC 5A A7	14469	42842
92 65 82 D8 6C A7	26002	42860
B7 05 80 C6 7E A7	1463	42878
00 00 80 B2 90 A7	0	42896
25 01 80 9E A2 A7	293	42914
C9 39 82 8A B4 A7	14793	42932
00 00 80 78 C6 A7	0	42950
25 01 80 64 D8 A7	293	42968
00 00 80 50 EA A7	0	42986
00 00 80 3C FC A7	0	43004
25 01 80 2A 0E A8	293	43022
00 00 80 16 20 A8	0	43040
B7 7D 81 02 32 A8	32183	43058
00 00 80 F0 43 A8	0	43075
00 00 80 8E 9D A8	0	43165
C9 3D 82 7A AF A8	15817	43183
DB 26 81 66 C1 A8	9947	43201
37 41 82 54 D3 A8	16695	43219
00 00 80 40 E5 A8	0	43237
00 00 80 06 1B A9	0	43291
00 7C 81 F2 2C A9	31744	43308
B7 45 81 DE 3E A9	17847	43326
00 00 80 CC 50 A9	0	43344
00 00 80 B8 62 A9	0	43362
E9 2E 83 A4 74 A9	12009	43380
DB 72 81 92 86 A9	29403	43398
00 00 80 7E 98 A9	0	43416
00 00 80 6A AA A9	0	43434
5B 32 82 56 BC A9	12891	43452
00 00 80 44 CE A9	0	43470
00 00 80 30 E0 A9	0	43488
25 01 80 1C F2 A9	293	43506
00 00 80 08 04 AA	0	43524
DB 60 82 F6 15 AA	24795	43541
37 5D 82 E2 27 AA	23863	43559
6E 03 80 CE 39 AA	878	43577
DB 2C 82 BC 4B AA	11483	43595
25 49 82 A8 5D AA	18725	43613
C9 48 82 94 6F AA	18633	43631
37 23 82 80 81 AA	9015	43649
00 00 80 6E 93 AA	0	43667
00 00 80 46 B7 AA	0	43703
37 26 82 34 C9 AA	9783	43721
00 00 80 20 DB AA	0	43739
FB 38 83 0C ED AA	14587	43757
37 46 82 F8 FE AA	17975	43774
6E 53 82 E6 10 AB	21358	43792
EE 2F 82 D2 22 AB	12270	43810
6E 29 81 BE 34 AB	10606	43828
80 6F 82 AA 46 AB	28544	43846
00 00 80 98 58 AB	0	43864
C9 46 82 84 6A AB	18121	43882
5B 76 82 70 7C AB	30299	43900
00 00 80 5E 8E AB	0	43918
00 00 80 36 B2 AB	0	43954
49 76 81 22 C4 AB	30281	43972
25 21 81 10 D6 AB	8485	43990
12 33 82 FC E7 AB	13074	44007
00 22 81 E8 F9 AB	8704	44025
00 00 80 D4 0B AC	0	44043
A5 2F 83 C2 1D AC	12197	44061
49 5D 82 AE 2F AC	23881	44079
12 58 82 9A 41 AC	22546	44097
00 00 80 88 53 AC	0	44115
DB 31 82 74 65 AC	12763	44133
DB 66 81 60 77 AC	26331	44151
00 00 80 4C 89 AC	0	44169
00 00 80 EC E2 AC	0	44258
25 68 82 D8 F4 AC	26661	44276
92 44 82 C4 06 AD	17554	44294
49 12 80 B2 18 AD	4681	44312
17 26 83 9E 2A AD	9751	44330
DB 53 82 8A 3C AD	21467	44348
80 37 82 76 4E AD	14208	44366
5B 4A 82 64 60 AD	19035	44384
00 00 80 50 72 AD	0	44402
00 00 80 02 BA AD	0	44474
92 26 81 EE CB AD	9874	44491
C9 36 82 DC DD AD	14025	44509
00 00 80 C8 EF AD	0	44527
00 00 80 B4 01 AE	0	44545
00 33 82 A0 13 AE	13056	44563
4E 26 83 8E 25 AE	9806	44581
00 00 80 7A 37 AE	0	44599
00 00 80 54 5B AE	0	44635
DB 3A 81 40 6D AE	15067	44653
EE 29 82 2C 7F AE	10734	44671
C9 36 82 18 91 AE	14025	44689
00 00 80 06 A3 AE	0	44707
00 00 80 90 0E AF	0	44814
A5 2D 82 7E 20 AF	11685	44832
5B 35 82 6A 32 AF	13659	44850
00 00 80 56 44 AF	0	44868
25 29 80 42 56 AF	10533	44886
25 4D 81 30 68 AF	19749	44904
6E 41 82 1C 7A AF	16750	44922
00 00 80 08 8C AF	0	44940
A5 4D 82 F6 9D AF	19877	44957
DB 4E 80 E2 AF AF	20187	44975
5B 4C 82 CE C1 AF	19547	44993
00 00 80 BA D3 AF	0	45011
00 00 80 94 F7 AF	0	45047
00 26 82 80 09 B0	9728	45065
00 5E 81 6C 1B B0	24064	45083
A5 25 82 5A 2D B0	9637	45101
00 00 80 46 3F B0	0	45119
B7 45 82 32 51 B0	17847	45137
00 08 80 20 63 B0	2048	45155
25 01 80 0C 75 B0	293	45173
E9 32 83 F8 86 B0	13033	45190
C9 5A 82 E4 98 B0	23241	45208
00 00 80 D2 AA B0	0	45226
00 00 80 BE BC B0	0	45244
EE 45 82 AA CE B0	17902	45262
6E 0B 80 98 E0 B0	2926	45280
F2 3D 83 84 F2 B0	15858	45298
12 5E 82 70 04 B1	24082	45316
00 00 80 5C 16 B1	0	45334
5B 30 82 4A 28 B1	12379	45352
6E 3E 82 36 3A B1	15982	45370
49 64 82 22 4C B1	25673	45388
12 3E 82 0E 5E B1	15890	45406
05 31 83 FC 6F B1	12549	45423
85 25 83 E8 81 B1	9605	45441
DB 58 81 D4 93 B1	22747	45459
00 00 80 C2 A5 B1	0	45477
00 00 80 86 DB B1	0	45531
B7 42 82 74 ED B1	17079	45549
00 00 80 60 FF B1	0	45567
C9 23 82 4C 11 B2	9161	45585
00 00 80 3A 23 B2	0	45603
00 00 80 EC 6A B2	0	45674
25 41 80 D8 7C B2	16677	45692
00 00 80 C4 8E B2	0	45710
00 00 80 76 D6 B2	0	45782
92 34 82 64 E8 B2	13458	45800
DB 2A 81 50 FA B2	10971	45818
00 00 80 3C 0C B3	0	45836
00 00 80 16 30 B3	0	45872
EE 22 82 02 42 B3	8942	45890
00 5A 81 EE 53 B3	23040	45907
00 00 80 DA 65 B3	0	45925
00 00 80 66 D1 B3	0	46033
60 2F 83 52 E3 B3	12128	46051
25 26 82 40 F5 B3	9765	46069
C9 39 82 2C 07 B4	14793	46087
00 00 80 18 19 B4	0	46105
00 00 80 06 2B B4	0	46123
00 55 82 F2 3C B4	21760	46140
37 34 82 DE 4E B4	13367	46158
00 00 80 CA 60 B4	0	46176
00 00 80 08 14 B5	0	46356
B7 28 82 F4 25 B5	10423	46373
00 00 80 E2 37 B5	0	46391
00 00 80 BA 5B B5	0	46427
EE 25 82 A6 6D B5	9710	46445
00 00 80 94 7F B5	0	46463
00 00 80 1E EB B5	0	46571
B7 77 81 0C FD B5	30647	46589
DB 47 82 F8 0E B6	18395	46606
00 00 80 E4 20 B6	0	46624
EE 23 82 D2 32 B6	9198	46642
00 00 80 BE 44 B6	0	46660
00 00 80 96 68 B6	0	46696
25 4C 82 84 7A B6	19493	46714
00 00 80 70 8C B6	0	46732
00 00 80 5C 9E B6	0	46750
00 25 82 48 B0 B6	9472	46768
92 2D 82 36 C2 B6	11666	46786
C9 55 82 22 D4 B6	21961	46804
B7 25 81 0E E6 B6	9655	46822
A9 2B 83 FC F7 B6	11177	46839
25 2F 82 E8 09 B7	12069	46857
80 5C 82 D4 1B B7	23680	46875
5B 60 82 C0 2D B7	24667	46893
32 23 83 AE 3F B7	9010	46911
29 20 83 9A 51 B7	8233	46929
C0 23 83 86 63 B7	9152	46947
DB 06 80 72 75 B7	1755	46965
00 00 80 60 87 B7	0	46983
00 00 80 12 CF B7	0	47055
00 5C 81 FE E0 B7	23552	47072
49 22 81 EA F2 B7	8777	47090
00 18 80 D8 04 B8	6144	47108
6E 03 80 C4 16 B8	878	47126
80 28 82 B0 28 B8	10368	47144
B7 27 82 9E 3A B8	10167	47162
00 00 80 8A 4C B8	0	47180
00 00 80 50 82 B8	0	47234
5B 33 82 3C 94 B8	13147	47252
00 00 80 28 A6 B8	0	47270
00 00 80 14 B8 B8	0	47288
80 24 83 02 CA B8	9344	47306
52 21 83 EE DB B8	8530	47323
00 68 80 DA ED B8	26624	47341
17 28 83 C8 FF B8	10263	47359
EE 24 82 B4 11 B9	9454	47377
00 00 80 A0 23 B9	0	47395
65 2D 83 8C 35 B9	11621	47413
C9 79 82 7A 47 B9	31177	47431
B7 57 81 66 59 B9	22455	47449
B7 69 82 52 6B B9	27063	47467
5B 26 82 40 7D B9	9819	47485
00 00 80 2C 8F B9	0	47503
25 01 80 18 A1 B9	293	47521
00 00 80 04 B3 B9	0	47539
00 00 80 B6 FA B9	0	47610
B7 1D 80 A4 0C BA	7607	47628
DB 2C 81 90 1E BA	11483	47646
00 00 80 7C 30 BA	0	47664
00 00 80 2E 78 BA	0	47736
49 27 82 1C 8A BA	10057	47754
00 00 80 08 9C BA	0	47772
C9 70 82 F4 AD BA	28873	47789
E0 2C 83 E0 BF BA	11488	47807
25 6B 81 CE D1 BA	27429	47825
D7 2E 83 BA E3 BA	11991	47843
45 22 83 A6 F5 BA	8773	47861
DB 25 82 94 07 BB	9691	47879
00 7A 82 80 19 BB	31232	47897
92 32 83 6C 2B BB	12946	47915
92 2F 83 58 3D BB	12178	47933
BB 31 83 46 4F BB	12731	47951
7B 20 83 32 61 BB	8315	47969
A5 44 82 1E 73 BB	17573	47987
00 00 80 0C 85 BB	0	48005
00 00 80 AA DE BB	0	48094
C9 48 82 96 F0 BB	18633	48112
B7 60 82 82 02 BC	24759	48130
49 3C 82 70 14 BC	15433	48148
C9 42 82 5C 26 BC	17097	48166
00 00 80 48 38 BC	0	48184
DB 76 80 36 4A BC	30427	48202
00 00 80 22 5C BC	0	48220
00 00 80 AC C7 BC	0	48327
25 2B 82 9A D9 BC	11045	48345
25 19 80 86 EB BC	6437	48363
00 00 80 72 FD BC	0	48381
49 62 81 60 0F BD	25161	48399
00 00 80 4C 21 BD	0	48417
00 00 80 12 57 BD	0	48471
49 40 81 FE 68 BD	16457	48488
00 00 80 EA 7A BD	0	48506
00 00 80 9C C2 BD	0	48578
49 21 82 8A D4 BD	8521	48596
00 00 80 76 E6 BD	0	48614
00 00 80 3E 05 BF	0	48901
5B 2C 82 2C 17 BF	11355	48919
00 00 80 18 29 BF	0	48937
25 3E 82 04 3B BF	15909	48955
49 38 81 F0 4C BF	14409	48972
00 00 80 DE 5E BF	0	48990
00 00 80 CA 70 BF	0	49008
25 40 82 B6 82 BF	16421	49026
00 00 80 A4 94 BF	0	49044
00 00 80 2E 00 C0	0	49152
00 32 81 1A 12 C0	12800	49170
00 00 80 08 24 C0	0	49188
00 00 80 E0 47 C0	0	49223
49 28 82 CE 59 C0	10313	49241
00 00 80 BA 6B C0	0	49259
00 00 80 A6 7D C0	0	49277
00 28 82 92 8F C0	10240	49295
00 00 80 80 A1 C0	0	49313
00 00 80 0A 0D C1	0	49421
DB 34 82 F8 1E C1	13531	49438
C9 47 82 E4 30 C1	18377	49456
92 34 80 D0 42 C1	13458	49474
00 00 80 BC 54 C1	0	49492
00 00 80 C0 3D C2	0	49725
B7 20 82 AC 4F C2	8375	49743
D7 22 83 9A 61 C2	8919	49761
5B 2C 82 86 73 C2	11355	49779
00 00 80 72 85 C2	0	49797
00 00 80 24 CD C2	0	49869
25 7B 81 12 DF C2	31525	49887
00 00 80 FE F0 C2	0	49904
A5 49 82 EA 02 C3	18853	49922
00 00 80 D6 14 C3	0	49940
00 00 80 C4 26 C3	0	49958
C9 50 82 B0 38 C3	20681	49976
00 00 80 9C 4A C3	0	49994
C9 31 82 88 5C C3	12745	50012
DB 6C 82 76 6E C3	27867	50030
00 00 80 62 80 C3	0	50048
00 00 80 EE EB C3	0	50155
EE 28 82 DA FD C3	10478	50173
25 09 80 C6 0F C4	2341	50191
00 00 80 B2 21 C4	0	50209
00 00 80 A0 33 C4	0	50227
6E 4C 82 8C 45 C4	19566	50245
00 00 80 78 57 C4	0	50263
00 00 80 B6 0A C5	0	50442
49 4A 81 A2 1C C5	19017	50460
B7 29 82 90 2E C5	10679	50478
00 00 80 7C 40 C5	0	50496
00 00 80 08 AC C5	0	50604
DB 29 82 F4 BD C5	10715	50621
6E 43 80 E0 CF C5	17262	50639
00 00 80 CC E1 C5	0	50657
00 00 80 BA F3 C5	0	50675
92 44 80 A6 05 C6	17554	50693
00 54 82 92 17 C6	21504	50711
A5 21 82 7E 29 C6	8613	50729
92 28 81 6C 3B C6	10386	50747
3B 33 83 58 4D C6	13115	50765
00 00 80 44 5F C6	0	50783
DB 76 80 32 71 C6	30427	50801
00 00 80 1E 83 C6	0	50819
00 00 80 34 5A C7	0	51034
5B 58 82 20 6C C7	22619	51052
92 26 81 0E 7E C7	9874	51070
00 00 80 FA 8F C7	0	51087
00 00 80 D4 B3 C7	0	51123
F7 21 83 C0 C5 C7	8695	51141
6E 53 80 AC D7 C7	21358	51159
80 64 82 98 E9 C7	25728	51177
89 34 83 86 FB C7	13449	51195
5B 2D 83 72 0D C8	11611	51213
25 2F 82 5E 1F C8	12069	51231
92 61 82 4C 31 C8	24978	51249
00 00 80 38 43 C8	0	51267
C5 2C 83 24 55 C8	11461	51285
6E 73 80 10 67 C8	29550	51303
00 00 80 FE 78 C8	0	51320
92 20 82 EA 8A C8	8338	51338
C9 37 82 D6 9C C8	14281	51356
DB 30 82 C2 AE C8	12507	51374
00 00 80 B0 C0 C8	0	51392
00 00 80 88 E4 C8	0	51428
12 28 82 76 F6 C8	10258	51446
25 41 82 62 08 C9	16677	51464
49 22 80 4E 1A C9	8777	51482
00 00 80 3A 2C C9	0	51500
00 00 80 A0 BB C9	0	51643
80 54 82 8C CD C9	21632	51661
00 64 81 78 DF C9	25600	51679
37 69 82 64 F1 C9	26935	51697
00 00 80 52 03 CA	0	51715
00 00 80 3E 15 CA	0	51733
C9 20 83 2A 27 CA	8393	51751
00 00 80 18 39 CA	0	51769
6E 75 81 04 4B CA	30062	51787
00 00 80 F0 5C CA	0	51804
00 00 80 7C C8 CA	0	51912
00 28 81 68 DA CA	10240	51930
49 1A 80 54 EC CA	6729	51948
37 2A 82 42 FE CA	10807	51966
00 00 80 2E 10 CB	0	51984
00 00 80 34 E2 CC	0	52450
DB 32 82 20 F4 CC	13019	52468
92 2E 81 0E 06 CD	11922	52486
00 00 80 FA 17 CD	0	52503
80 3F 82 E6 29 CD	16256	52521
00 00 80 D2 3B CD	0	52539
25 5D 82 C0 4D CD	23845	52557
00 00 80 AC 5F CD	0	52575
00 00 80 86 83 CD	0	52611
DB 66 80 72 95 CD	26331	52629
DB 3A 81 5E A7 CD	15067	52647
00 00 80 4A B9 CD	0	52665
00 00 80 FC 00 CE	0	52736
6E 2C 82 EA 12 CE	11374	52754
49 4A 80 D6 24 CE	19017	52772
92 6C 81 C2 36 CE	27794	52790
00 00 80 B0 48 CE	0	52808
00 00 80 14 D8 CE	0	52952
49 3D 82 00 EA CE	15689	52970
12 6E 82 EC FB CE	28178	52987
00 00 80 DA 0D CF	0	53005
00 00 80 B2 31 CF	0	53041
A5 25 82 9E 43 CF	9637	53059
00 00 80 8C 55 CF	0	53077
00 00 80 04 D3 CF	0	53203
25 51 81 F0 E4 CF	20773	53220
00 00 80 DC F6 CF	0	53238
00 00 80 C8 08 D0	0	53256
49 2D 82 B6 1A D0	11593	53274
00 00 80 A2 2C D0	0	53292
00 00 80 68 62 D0	0	53346
80 3A 82 54 74 D0	14976	53364
EE 28 82 40 86 D0	10478	53382
00 50 82 2E 98 D0	20480	53400
00 00 80 1A AA D0	0	53418
00 00 80 06 BC D0	0	53436
00 29 82 F2 CD D0	10496	53453
00 00 80 E0 DF D0	0	53471
00 00 80 CC F1 D0	0	53489
92 52 81 B8 03 D1	21138	53507
00 2A 81 A6 15 D1	10752	53525
00 00 80 92 27 D1	0	53543
00 00 80 A8 FE D1	0	53758
DB 2A 81 94 10 D2	10971	53776
B7 05 80 82 22 D2	1463	53794
00 00 80 6E 34 D2	0	53812
00 00 80 48 58 D2	0	53848
B7 2A 82 34 6A D2	10935	53866
DB 46 80 20 7C D2	18139	53884
00 00 80 0C 8E D2	0	53902
00 00 80 AC E7 D2	0	53991
49 4A 82 98 F9 D2	19017	54009
49 25 82 84 0B D3	9545	54027
00 00 80 72 1D D3	0	54045
00 00 80 4A 41 D3	0	54081
92 5A 81 36 53 D3	23186	54099
49 02 80 24 65 D3	585	54117
00 00 80 10 77 D3	0	54135
00 00 80 AE D0 D3	0	54224
12 3F 82 9C E2 D3	16146	54242
00 00 80 88 F4 D3	0	54260
00 00 80 14 60 D4	0	54368
DB 49 82 00 72 D4	18907	54386
00 50 80 EC 83 D4	20480	54403
5B 29 82 D8 95 D4	10587	54421
49 3A 80 C6 A7 D4	14921	54439
00 00 80 B2 B9 D4	0	54457
00 00 80 78 EF D4	0	54511
EE 38 82 64 01 D5	14574	54529
25 01 80 50 13 D5	293	54547
00 00 80 3E 25 D5	0	54565
00 00 80 16 49 D5	0	54601
C9 33 82 02 5B D5	13257	54619
49 3B 82 F0 6C D5	15177	54636
00 37 82 DC 7E D5	14080	54654
DB 27 82 C8 90 D5	10203	54672
25 29 80 B6 A2 D5	10533	54690
00 00 80 A2 B4 D5	0	54708
00 00 80 7A D8 D5	0	54744
B7 61 81 68 EA D5	25015	54762
00 00 80 54 FC D5	0	54780
00 00 80 40 0E D6	0	54798
EE 25 82 2C 20 D6	9710	54816
12 53 82 1A 32 D6	21266	54834
25 21 81 06 44 D6	8485	54852
A5 3C 82 F2 55 D6	15525	54869
00 00 80 E0 67 D6	0	54887
00 00 80 0A 2D D7	0	55085
00 5C 82 F6 3E D7	23552	55102
25 3F 82 E2 50 D7	16165	55120
00 70 81 CE 62 D7	28672	55138
00 00 80 BC 74 D7	0	55156
00 00 80 24 ED D8	0	55533
B7 66 82 10 FF D8	26295	55551
6E 53 80 FC 10 D9	21358	55568
00 00 80 E8 22 D9	0	55586
00 00 80 AE 58 D9	0	55640
80 46 82 9A 6A D9	18048	55658
00 00 80 88 7C D9	0	55676
00 00 80 78 77 DA	0	55927
B7 3D 82 64 89 DA	15799	55945
DB 26 81 50 9B DA	9947	55963
00 00 80 3C AD DA	0	55981
00 00 80 7A 60 DB	0	56160
A5 37 82 66 72 DB	14245	56178
EE 5C 82 54 84 DB	23790	56196
00 00 80 40 96 DB	0	56214
00 00 80 1A BA DB	0	56250
00 54 82 06 CC DB	21504	56268
00 00 80 F2 DD DB	0	56285
12 2E 82 DE EF DB	11794	56303
49 02 80 CC 01 DC	585	56321
00 00 80 B8 13 DC	0	56339
6E 5F 81 A4 25 DC	24430	56357
00 00 80 92 37 DC	0	56375
00 00 80 56 6D DC	0	56429
B7 15 80 44 7F DC	5559	56447
00 00 80 30 91 DC	0	56465
00 00 80 94 20 DD	0	56608
49 3D 82 80 32 DD	15689	56626
00 00 80 6E 44 DD	0	56644
00 00 80 20 8C DD	0	56716
25 75 81 0C 9E DD	29989	56734
00 00 80 F8 AF DD	0	56751
00 00 80 98 09 DE	0	56841
DB 2B 82 84 1B DE	11227	56859
12 2E 82 70 2D DE	11794	56877
B7 45 81 5E 3F DE	17847	56895
00 66 81 4A 51 DE	26112	56913
00 00 80 36 63 DE	0	56931
00 00 80 9A F2 DE	0	57074
F2 2D 83 88 04 DF	11762	57092
00 00 80 74 16 DF	0	57110
00 00 80 26 5E DF	0	57182
6E 2D 82 12 70 DF	11630	57200
DB 57 82 FE 81 DF	22491	57217
00 00 80 EC 93 DF	0	57235
00 00 80 8A ED DF	0	57325
49 70 81 76 FF DF	28745	57343
00 78 80 64 11 E0	30720	57361
37 31 82 50 23 E0	12599	57379
00 00 80 3C 35 E0	0	57397
00 00 80 2A 47 E0	0	57415
09 26 83 16 59 E0	9737	57433
12 23 82 02 6B E0	8978	57451
25 28 82 EE 7C E0	10277	57468
00 00 80 DC 8E E0	0	57486
00 00 80 C8 A0 E0	0	57504
DB 38 82 B4 B2 E0	14555	57522
00 00 80 A0 C4 E0	0	57540
A5 21 82 8E D6 E0	8613	57558
00 00 80 7A E8 E0	0	57576
00 00 80 06 54 E1	0	57684
EE 34 82 F2 65 E1	13550	57701
EE 3D 82 DE 77 E1	15854	57719
00 00 80 CA 89 E1	0	57737
00 00 80 B8 9B E1	0	57755
00 57 82 A4 AD E1	22272	57773
00 00 80 90 BF E1	0	57791
00 00 80 7E D1 E1	0	57809
B7 39 81 6A E3 E1	14775	57827
00 00 80 56 F5 E1	0	57845
00 00 80 42 07 E2	0	57863
B7 2B 82 30 19 E2	11191	57881
6E 49 81 1C 2B E2	18798	57899
00 00 80 08 3D E2	0	57917
