<Function 1, scan #0, time 0.0033833333291113377>
00-18-62-8E-34-4C	57-63-03-FA-CC-CE
raw_mcr	raw_count	mcr_multiplier	count_gain
10926600	498	4	1
10929222	0	4	1
10960682	0	4	1
10963304	1010	4	1
10965926	0	4	1
11005250	0	4	1
11007872	19829	4	4
11010494	0	4	1
11015738	0	4	1
11018360	1010	4	1
11020980	0	4	1
11283152	0	4	1
11285772	14941	4	16
11288394	12786	4	1
11291016	0	4	1
11343450	0	4	1
11346072	1508	4	1
11348694	0	4	1
11427344	0	4	1
11429966	2546	4	1
11432588	0	4	1
11519104	0	4	1
11521726	2034	4	1
11524348	0	4	1
11532212	0	4	1
11534834	498	4	1
11537456	0	4	1
11571538	0	4	1
11574160	498	4	1
11576782	0	4	1
11582026	0	4	1
11584646	498	4	1
11587268	0	4	1
11608242	0	4	1
11610864	498	4	1
11613486	0	4	1
11634460	0	4	1
11637082	498	4	1
11639702	9758	4	16
11642324	17525	4	4
11644946	0	4	1
11815356	0	4	1
11817978	1010	4	1
11820600	0	4	1
11849438	0	4	1
11852060	3058	4	1
11854682	0	4	1
11870412	0	4	1
11873034	1010	4	1
11875656	0	4	1
11899252	0	4	1
11901872	1522	4	1
11904494	0	4	1
11907116	0	4	1
11909738	498	4	1
11912360	0	4	1
11920224	0	4	1
11922846	1010	4	1
11925468	1522	4	1
11928090	0	4	1
11941198	0	4	1
11943820	2546	4	1
11946442	0	4	1
11993632	0	4	1
11996254	2034	4	1
11998876	0	4	1
12011984	0	4	1
12014606	1010	4	1
12017228	0	4	1
12038202	0	4	1
12040824	498	4	1
12043444	0	4	1
12056554	0	4	1
12059176	498	4	1
12061796	0	4	1
12279398	0	4	1
12282020	1508	4	1
12284642	0	4	1
12323966	0	4	1
12326588	1010	4	1
12329210	0	4	1
12331832	0	4	1
12334454	1010	4	1
12337076	0	4	1
12389510	0	4	1
12392132	2546	4	1
12394752	0	4	1
12410484	0	4	1
12413104	498	4	1
12415726	0	4	1
12426214	0	4	1
12428836	498	4	1
12431456	0	4	1
12444566	0	4	1
12447186	498	4	1
12449808	0	4	1
12470782	0	4	1
12473404	498	4	1
12476026	0	4	1
12499622	0	4	1
12502242	2034	4	1
12504864	0	4	1
12523216	0	4	1
12525838	498	4	1
12528460	0	4	1
12552056	0	4	1
12554676	22718	4	16
12557298	16761	4	4
12559920	0	4	1
12562542	2034	4	1
12565164	0	4	1
12578272	0	4	1
12580894	498	4	1
12583516	0	4	1
12586138	0	4	1
12588758	13981	4	16
12591380	0	4	1
12612354	0	4	1
12614976	27902	4	16
12617598	8309	4	4
12620220	0	4	1
12677896	0	4	1
12680518	1522	4	1
12683140	0	4	1
12685762	0	4	1
12688384	2532	4	1
12691006	0	4	1
12738196	0	4	1
12740818	1010	4	1
12743440	0	4	1
12746062	0	4	1
12748682	14972	4	4
12751304	10489	4	4
12753926	0	4	1
12803738	0	4	1
12806360	2034	4	1
12808982	2034	4	1
12811604	0	4	1
12814226	1010	4	1
12816846	0	4	1
12837820	0	4	1
12840442	19710	4	16
12843064	16377	4	4
12845686	0	4	1
12850930	0	4	1
12853550	1010	4	1
12856172	0	4	1
12913850	0	4	1
12916472	2546	4	1
12919094	0	4	1
12966284	0	4	1
12968906	498	4	1
12971528	0	4	1
12979392	0	4	1
12982014	498	4	1
12984636	0	4	1
13005610	0	4	1
13008232	1522	4	1
13010852	0	4	1
13013474	0	4	1
13016096	1522	4	1
13018718	0	4	1
13026584	0	4	1
13029204	29308	4	4
13031826	16413	4	16
13034448	0	4	1
13141938	0	4	1
13144560	1010	4	1
13147182	0	4	1
13157668	0	4	1
13160290	1010	4	1
13162912	498	4	1
13165534	0	4	1
13212724	0	4	1
13215346	498	4	1
13217968	0	4	1
13275644	0	4	1
13278266	1010	4	1
13280888	0	4	1
13307106	0	4	1
13309726	3556	4	1
13312348	0	4	1
13322836	0	4	1
13325458	498	4	1
13328078	0	4	1
13380512	0	4	1
13383134	1010	4	1
13385756	0	4	1
13430326	0	4	1
13432946	2546	4	1
13435568	3570	4	1
13438190	0	4	1
13480138	0	4	1
13482760	11102	4	16
13485382	17273	4	4
13488002	0	4	1
13490624	0	4	1
13493246	2034	4	1
13495868	0	4	1
13511598	0	4	1
13514220	21877	4	4
13516842	1010	4	1
13519464	0	4	1
13545680	0	4	1
13548302	1010	4	1
13550924	0	4	1
13553546	0	4	1
13556166	1010	4	1
13558788	0	4	1
13569276	0	4	1
13571898	10226	4	1
13574518	9845	4	4
13577140	0	4	1
13585006	0	4	1
13587628	10876	4	4
13590250	18549	4	4
13592870	0	4	1
13653170	0	4	1
13655792	498	4	1
13658414	0	4	1
13734442	0	4	1
13737064	5092	4	1
13739686	0	4	1
13755416	0	4	1
13758038	1522	4	1
13760660	0	4	1
13860284	0	4	1
13862906	1522	4	1
13865528	0	4	1
13993992	0	4	1
13996612	28605	4	16
13999234	30180	4	1
14001856	0	4	1
14022830	0	4	1
14025452	1010	4	1
14028074	29433	4	4
14030696	11513	4	4
14033316	0	4	1
14035938	17181	4	16
14038560	7154	4	1
14041182	0	4	1
14067398	0	4	1
14070020	3058	4	1
14072642	0	4	1
14093616	0	4	1
14096238	24638	4	16
14098860	29177	4	4
14101482	0	4	1
14117212	0	4	1
14119832	8676	4	1
14122454	0	4	1
14159158	0	4	1
14161780	32447	4	16
14164402	26173	4	16
14167024	0	4	1
14198484	0	4	1
14201106	2546	4	1
14203728	1010	4	1
14206350	0	4	1
14216836	0	4	1
14219458	6116	4	1
14222080	1010	4	1
14224702	0	4	1
14248296	0	4	1
14250918	1522	4	1
14253540	0	4	1
14269270	0	4	1
14271892	2034	4	1
14274514	0	4	1
14298108	0	4	1
14300730	1010	4	1
14303352	0	4	1
14313838	0	4	1
14316460	1010	4	1
14319082	0	4	1
14384624	0	4	1
14387246	1522	4	1
14389868	0	4	1
14413464	0	4	1
14416086	498	4	1
14418708	0	4	1
14423950	0	4	1
14426572	1010	4	1
14429194	24825	4	4
14431816	28021	4	4
14434438	0	4	1
14437058	0	4	1
14439680	1010	4	1
14442302	0	4	1
14447546	0	4	1
14450168	2546	4	1
14452790	0	4	1
14465898	0	4	1
14468520	18930	4	1
14471142	15951	4	64
14473762	0	4	1
14481628	0	4	1
14484250	4082	4	1
14486872	0	4	1
14591740	0	4	1
14594362	498	4	1
14596982	0	4	1
14599604	1010	4	1
14602226	0	4	1
14612712	0	4	1
14615334	1522	4	1
14617956	0	4	1
14646796	0	4	1
14649416	2034	4	1
14652038	0	4	1
14657282	0	4	1
14659904	498	4	1
14662526	0	4	1
14678256	0	4	1
14680878	498	4	1
14683498	0	4	1
14701850	0	4	1
14704472	498	4	1
14707094	0	4	1
14714960	0	4	1
14717582	498	4	1
14720202	0	4	1
14738554	0	4	1
14741176	8572	4	16
14743798	0	4	1
14756906	0	4	1
14759528	498	4	1
14762150	0	4	1
14801476	0	4	1
14804098	1010	4	1
14806718	0	4	1
14835558	0	4	1
14838180	498	4	1
14840802	0	4	1
14848666	0	4	1
14851288	1522	4	1
14853910	0	4	1
14861774	0	4	1
14864396	1010	4	1
14867018	0	4	1
14877504	0	4	1
14880126	498	4	1
14882748	0	4	1
14908966	0	4	1
14911588	3570	4	1
14914208	0	4	1
14964022	0	4	1
14966642	4068	4	1
14969264	0	4	1
14974508	0	4	1
14977130	1508	4	1
14979752	0	4	1
15034808	0	4	1
15037428	498	4	1
15040050	0	4	1
15068890	0	4	1
15071510	1508	4	1
15074132	0	4	1
15108214	0	4	1
15110836	2546	4	1
15113458	0	4	1
15189488	0	4	1
15192110	1522	4	1
15194730	0	4	1
15218326	0	4	1
15220948	1010	4	1
15223570	0	4	1
15236678	0	4	1
15239300	2546	4	1
15241922	0	4	1
15270760	0	4	1
15273382	1522	4	1
15276004	0	4	1
15296978	0	4	1
15299598	1508	4	1
15302220	0	4	1
15304842	1010	4	1
15307464	498	4	1
15310086	0	4	1
15375628	0	4	1
15378250	498	4	1
15380872	0	4	1
15391358	0	4	1
15393980	2020	4	1
15396602	0	4	1
15485740	0	4	1
15488362	1522	4	1
15490984	0	4	1
15493604	1010	4	1
15496226	0	4	1
15504092	0	4	1
15506714	2034	4	1
15509336	3058	4	1
15511956	0	4	1
15564390	0	4	1
15567012	1522	4	1
15569634	0	4	1
15705962	0	4	1
15708584	1010	4	1
15711206	0	4	1
15784614	0	4	1
15787236	1522	4	1
15789858	0	4	1
15837048	0	4	1
15839670	10183	4	64
15842292	1010	4	1
15844912	0	4	1
15960268	0	4	1
15962890	12540	4	16
15965512	0	4	1
15996972	0	4	1
15999594	498	4	1
16002216	0	4	1
16010080	0	4	1
16012702	498	4	1
16015324	2034	4	1
16017946	0	4	1
16057270	0	4	1
16059892	3058	4	1
16062514	1010	4	1
16065136	0	4	1
16117570	0	4	1
16120192	498	4	1
16122814	0	4	1
16141166	0	4	1
16143788	1522	4	1
16146408	0	4	1
16149030	498	4	1
16151652	0	4	1
16154274	1010	4	1
16156896	498	4	1
16159518	0	4	1
16190978	0	4	1
16193600	1522	4	1
16196222	0	4	1
16204086	0	4	1
16206708	2034	4	1
16209330	0	4	1
16219816	0	4	1
16222438	498	4	1
16225060	0	4	1
16243412	0	4	1
16246034	5077	4	1
16248656	0	4	1
16251276	1010	4	1
16253898	0	4	1
16280116	0	4	1
16282738	1010	4	1
16285358	0	4	1
16337792	0	4	1
16340414	1522	4	1
16343036	0	4	1
16379740	0	4	1
16382362	1522	4	1
16384984	0	4	1
16387606	0	4	1
16390228	1010	4	1
16392848	0	4	1
16419066	0	4	1
16421688	498	4	1
16424310	498	4	1
16426930	0	4	1
16513448	0	4	1
16516068	3570	4	1
16518690	498	4	1
16521312	0	4	1
16523934	0	4	1
16526556	1010	4	1
16529178	0	4	1
16537042	0	4	1
16539664	1522	4	1
16542286	0	4	1
16544908	2532	4	1
16547530	0	4	1
16550150	498	4	1
16552772	0	4	1
16581612	0	4	1
16584234	2034	4	1
16586854	0	4	1
16641910	0	4	1
16644532	2034	4	1
16647154	0	4	1
16675992	0	4	1
16678614	2034	4	1
16681236	0	4	1
16683858	3058	4	1
16686480	0	4	1
16699588	0	4	1
16702210	2034	4	1
16704832	0	4	1
8391742	0	8	1
8393052	2546	8	1
8394364	0	8	1
8403540	0	8	1
8404850	498	8	1
8406160	0	8	1
8407472	0	8	1
8408782	8727	8	64
8410094	28132	8	1
8411404	0	8	1
8412716	1010	8	1
8414026	0	8	1
8438932	0	8	1
8440242	1522	8	1
8441554	0	8	1
8466460	0	8	1
8467770	1010	8	1
8469082	1522	8	1
8470392	0	8	1
8486122	0	8	1
8487434	8799	8	64
8488744	0	8	1
8524138	0	8	1
8525448	498	8	1
8526760	0	8	1
8538556	0	8	1
8539868	16356	8	1
8541178	0	8	1
8556908	0	8	1
8558220	1010	8	1
8559530	0	8	1
8562152	0	8	1
8563462	498	8	1
8564774	0	8	1
8601478	0	8	1
8602788	498	8	1
8604100	0	8	1
8605410	498	8	1
8606722	0	8	1
8610654	0	8	1
8611964	1522	8	1
8613276	0	8	1
8643424	0	8	1
8644736	2546	8	1
8646046	0	8	1
8647358	996	8	1
8648668	0	8	1
8659156	0	8	1
8660466	498	8	1
8661776	0	8	1
8674886	0	8	1
8676196	498	8	1
8677506	0	8	1
8724698	0	8	1
8726008	2034	8	1
8727320	0	8	1
8733874	0	8	1
8735184	498	8	1
8736496	0	8	1
8764024	0	8	1
8765334	498	8	1
8766644	0	8	1
8808592	0	8	1
8809902	11257	8	4
8811214	0	8	1
8823012	0	8	1
8824322	498	8	1
8825634	0	8	1
8836120	0	8	1
8837430	17711	8	64
8838742	23545	8	4
8840052	0	8	1
8841364	4068	8	1
8842674	0	8	1
8846606	0	8	1
8847918	498	8	1
8849228	0	8	1
8863648	0	8	1
8864958	1522	8	1
8866270	0	8	1
8871512	0	8	1
8872824	1010	8	1
8874134	0	8	1
8876756	0	8	1
8878068	10199	8	64
8879378	2034	8	1
8880688	0	8	1
8889864	0	8	1
8891176	11400	8	64
8892486	18553	8	4
8893798	0	8	1
8895108	3058	8	1
8896420	0	8	1
8910838	0	8	1
8912150	1010	8	1
8913460	0	8	1
8922636	0	8	1
8923946	498	8	1
8925258	0	8	1
8929190	0	8	1
8930502	498	8	1
8931812	0	8	1
8937056	0	8	1
8938366	498	8	1
8939678	0	8	1
8940988	0	8	1
8942298	498	8	1
8943610	0	8	1
8992112	0	8	1
8993422	2034	8	1
8994732	0	8	1
8997354	0	8	1
8998666	498	8	1
8999976	0	8	1
9015706	0	8	1
9017018	498	8	1
9018328	0	8	1
9020950	0	8	1
9022260	3058	8	1
9023572	0	8	1
9035370	0	8	1
9036680	1010	8	1
9037992	0	8	1
9055032	0	8	1
9056342	498	8	1
9057654	2546	8	1
9058964	0	8	1
9060276	0	8	1
9061586	1010	8	1
9062898	0	8	1
9064208	0	8	1
9065518	498	8	1
9066830	0	8	1
9102222	0	8	1
9103534	1522	8	1
9104844	0	8	1
9106156	0	8	1
9107466	1010	8	1
9108776	0	8	1
9110088	4082	8	1
9111398	0	8	1
9123196	0	8	1
9124508	2020	8	1
9125818	0	8	1
9127128	0	8	1
9128440	498	8	1
9129750	0	8	1
9138926	0	8	1
9140238	498	8	1
9141548	0	8	1
9169076	0	8	1
9170386	4068	8	1
9171698	0	8	1
9187428	0	8	1
9188738	498	8	1
9190050	0	8	1
9197914	0	8	1
9199226	1010	8	1
9200536	0	8	1
9211024	0	8	1
9212334	1010	8	1
9213646	0	8	1
9242484	0	8	1
9243794	1010	8	1
9245106	0	8	1
9256904	0	8	1
9258214	2034	8	1
9259524	0	8	1
9276566	0	8	1
9277876	9714	8	1
9279188	13191	8	64
9280498	0	8	1
9285742	0	8	1
9287052	1010	8	1
9288364	0	8	1
9313270	0	8	1
9314580	1010	8	1
9315892	0	8	1
9319824	0	8	1
9321134	3044	8	1
9322446	0	8	1
9347352	0	8	1
9348662	1010	8	1
9349974	0	8	1
9353906	0	8	1
9355216	6613	8	1
9356528	0	8	1
9382744	0	8	1
9384056	1010	8	1
9385366	0	8	1
9427314	0	8	1
9428624	3058	8	1
9429936	0	8	1
9508586	0	8	1
9509898	498	8	1
9511208	0	8	1
9520384	0	8	1
9521696	4068	8	1
9523006	0	8	1
9525628	0	8	1
9526938	498	8	1
9528250	0	8	1
9537426	0	8	1
9538736	498	8	1
9540046	0	8	1
9545290	0	8	1
9546602	1010	8	1
9547912	0	8	1
9557088	0	8	1
9558398	2034	8	1
9559710	0	8	1
9571508	0	8	1
9572818	1010	8	1
9574130	0	8	1
9583306	0	8	1
9584616	1010	8	1
9585926	0	8	1
9630496	0	8	1
9631806	8847	8	64
9633118	0	8	1
9635740	0	8	1
9637050	498	8	1
9638360	0	8	1
9644916	0	8	1
9646226	498	8	1
9647536	0	8	1
9650158	0	8	1
9651470	4082	8	1
9652780	0	8	1
9692106	0	8	1
9693416	1522	8	1
9694728	0	8	1
9701282	0	8	1
9702592	2546	8	1
9703904	0	8	1
9714390	0	8	1
9715702	498	8	1
9717012	0	8	1
9718322	1522	8	1
9719634	0	8	1
9720944	3058	8	1
9722256	0	8	1
9758960	0	8	1
9760270	498	8	1
9761580	0	8	1
9776000	0	8	1
9777312	498	8	1
9778622	0	8	1
9783866	0	8	1
9785176	13543	8	64
9786486	0	8	1
9803528	0	8	1
9804838	498	8	1
9806150	0	8	1
9815326	0	8	1
9816636	498	8	1
9817948	0	8	1
9840232	0	8	1
9841542	498	8	1
9842854	0	8	1
9861206	0	8	1
9862516	498	8	1
9863828	0	8	1
9869070	0	8	1
9870382	2532	8	1
9871692	0	8	1
9890044	0	8	1
9891356	996	8	1
9892666	0	8	1
9893976	0	8	1
9895288	498	8	1
9896598	0	8	1
9911018	0	8	1
9912328	498	8	1
9913640	0	8	1
9951654	0	8	1
9952966	1010	8	1
9954276	0	8	1
9956898	0	8	1
9958208	1522	8	1
9959520	0	8	1
9984426	0	8	1
9985736	1522	8	1
9987048	0	8	1
9993602	0	8	1
9994912	3058	8	1
9996224	0	8	1
10025062	0	8	1
10026372	1010	8	1
10027684	0	8	1
10031616	0	8	1
10032926	498	8	1
10034238	0	8	1
10089294	0	8	1
10090604	7652	8	1
10091916	0	8	1
10095848	0	8	1
10097158	3058	8	1
10098470	0	8	1
10107646	0	8	1
10108956	498	8	1
10110268	0	8	1
10225622	0	8	1
10226932	1010	8	1
10228244	0	8	1
10233488	0	8	1
10234798	3570	8	1
10236108	0	8	1
10262326	0	8	1
10263636	14847	8	64
10264948	23026	8	1
10266258	0	8	1
10288542	0	8	1
10289854	498	8	1
10291164	0	8	1
10292476	0	8	1
10293786	1010	8	1
10295098	1010	8	1
10296408	0	8	1
10300340	0	8	1
10301652	1010	8	1
10302962	0	8	1
10355396	0	8	1
10356708	4082	8	1
10358018	1010	8	1
10359328	0	8	1
10397344	0	8	1
10398654	498	8	1
10399966	0	8	1
10413074	0	8	1
10414384	2546	8	1
10415696	0	8	1
10455022	0	8	1
10456332	2034	8	1
10457642	0	8	1
10486482	0	8	1
10487792	498	8	1
10489104	0	8	1
10554646	0	8	1
10555956	4594	8	1
10557268	0	8	1
10559890	0	8	1
10561200	2034	8	1
10562510	0	8	1
10569066	0	8	1
10570376	1522	8	1
10571686	0	8	1
10618878	0	8	1
10620188	2020	8	1
10621500	0	8	1
10622810	0	8	1
10624120	996	8	1
10625432	0	8	1
10626742	2034	8	1
10628054	0	8	1
10629364	2546	8	1
10630676	1522	8	1
10631986	0	8	1
10637230	0	8	1
10638540	498	8	1
10639852	0	8	1
10643784	0	8	1
10645094	498	8	1
10646406	0	8	1
10654270	0	8	1
10655582	498	8	1
10656892	0	8	1
10658202	0	8	1
10659514	498	8	1
10660824	0	8	1
10711948	0	8	1
10713258	498	8	1
10714570	0	8	1
10728988	0	8	1
10730300	1010	8	1
10731610	0	8	1
10755206	0	8	1
10756516	4068	8	1
10757828	0	8	1
10765692	0	8	1
10767004	1522	8	1
10768314	0	8	1
10794532	0	8	1
10795842	11644	8	4
10797154	27620	8	1
10798464	0	8	1
10799774	3570	8	1
10801086	0	8	1
10806330	0	8	1
10807640	1010	8	1
10808950	0	8	1
10839100	0	8	1
10840412	498	8	1
10841722	0	8	1
10844344	0	8	1
